season_Season,season_WTeamID,season_WTeamName,season_WScore,season_LTeamID,season_LTeamName,season_LScore,season_WLoc,season_NumOT,season_WFGM,season_WFGA,season_WFGM3,season_WFGA3,season_WFTM,season_WFTA,season_WOR,season_WDR,season_WAst,season_WTO,season_WStl,season_WBlk,season_WPF,season_LFGM,season_LFGA,season_LFGM3,season_LFGA3,season_LFTM,season_LFTA,season_LOR,season_LDR,season_LAst,season_LTO,season_LStl,season_LBlk,season_LPF
2023,1361,San Diego St,82,1140,BYU,75,H,0,26,65,4,14,26,37,12,23,15,10,16,4,19,28,61,9,26,10,16,9,25,10,20,5,4,26
2023,1376,South Carolina,60,1155,Clemson,58,H,0,22,64,10,26,6,13,16,30,12,19,6,4,15,23,61,7,18,5,9,6,21,13,13,9,4,17
2023,1379,Southern Miss,60,1435,Vanderbilt,48,A,0,22,63,5,24,11,14,8,31,14,9,13,3,12,21,64,3,25,3,8,11,31,7,15,5,7,13
2023,1401,Texas A&M,77,1101,Abilene Chr,58,H,0,23,44,6,16,25,35,10,23,7,19,11,3,17,20,52,8,18,10,12,9,15,12,20,11,0,22
2023,1414,UC Irvine,69,1332,Oregon,56,A,0,25,65,12,28,7,10,8,26,14,6,7,0,22,17,52,4,21,18,28,10,29,10,15,1,9,13
2023,1417,UCLA,93,1253,Long Beach St,69,H,0,35,75,9,25,14,17,14,28,17,15,10,4,20,24,66,6,21,15,19,8,23,13,17,8,5,18
2023,1448,Wake Forest,81,1208,Georgia,71,H,0,27,53,9,26,18,26,6,27,16,16,7,3,18,26,62,8,27,11,19,9,22,10,15,9,2,21
2023,1458,Wisconsin,60,1390,Stanford,50,N,0,22,59,5,20,11,18,7,21,9,8,11,4,20,17,47,1,16,15,23,6,28,6,16,5,9,20
2023,1462,Xavier,86,1285,Montana,64,H,0,32,50,8,14,14,19,2,18,23,9,11,2,16,23,52,9,19,9,13,8,14,13,14,7,2,17
2023,1463,Yale,74,1186,E Washington,60,N,0,24,53,10,24,16,21,9,23,14,16,7,0,23,19,47,7,25,15,18,2,22,9,16,6,4,22
2023,1170,CS Sacramento,65,1471,UC San Diego,55,A,0,19,47,14,25,13,19,6,27,17,10,4,0,18,21,55,2,16,11,16,10,16,12,7,7,2,17
2023,1219,High Point,91,1459,Wofford,80,H,0,31,58,11,26,18,23,11,28,16,13,5,7,27,25,63,8,27,22,34,15,17,16,8,8,0,19
2023,1305,Nevada,59,1213,Grand Canyon,46,H,0,18,51,7,21,16,20,6,30,8,6,4,5,13,16,55,5,23,9,12,7,26,7,7,1,1,18
2023,1433,VCU,69,1288,Morgan St,54,H,0,24,48,7,19,14,25,8,26,14,23,11,6,12,21,63,5,18,7,9,13,19,11,19,12,4,24
2023,1460,Wright St,73,1257,Louisville,72,A,0,31,65,5,16,6,11,6,24,12,13,9,1,9,30,59,5,18,7,8,4,31,9,18,8,2,9
2023,1160,Colorado,78,1397,Tennessee,66,N,0,27,62,8,26,16,21,8,34,12,19,12,6,21,16,63,10,37,24,30,10,26,13,15,11,5,21
2023,1281,Missouri,82,1473,Lindenwood,53,H,0,34,63,8,27,6,8,9,29,23,16,7,4,19,15,56,5,24,18,23,9,19,5,17,9,3,14
2023,1463,Yale,80,1290,MS Valley St,51,N,0,31,61,9,31,9,16,11,28,19,10,7,6,24,16,47,1,6,18,29,5,21,2,14,5,0,16
2023,1124,Baylor,95,1294,N Colorado,62,H,0,37,70,10,31,11,16,8,28,24,10,15,4,16,21,56,10,29,10,14,4,25,16,24,5,1,19
2023,1166,Creighton,94,1221,Holy Cross,65,H,0,37,64,12,32,8,17,8,32,28,8,6,3,14,25,62,8,17,7,10,5,21,8,11,4,0,18
2023,1179,Drake,80,1459,Wofford,72,H,0,33,65,5,24,9,12,11,21,14,3,7,4,14,26,55,11,26,9,11,5,20,8,11,2,1,15
2023,1194,FL Atlantic,76,1196,Florida,74,A,0,29,69,13,24,5,7,4,26,17,8,7,3,16,26,68,8,17,14,17,12,31,14,12,3,8,16
2023,1208,Georgia,77,1275,Miami OH,70,H,0,23,58,7,23,24,30,18,23,11,17,8,2,13,25,57,8,22,12,12,6,17,10,15,9,3,23
2023,1222,Houston,83,1331,Oral Roberts,45,H,0,30,58,6,17,17,25,15,33,6,12,5,5,15,14,62,8,38,9,15,10,15,9,10,4,3,22
2023,1228,Illinois,103,1284,Monmouth NJ,65,H,0,37,62,14,33,15,20,11,24,21,18,11,4,23,21,49,6,16,17,23,3,15,11,22,6,0,21
2023,1251,Liberty,79,1300,NC Central,63,H,0,32,61,11,24,4,7,9,24,19,11,7,3,15,22,52,10,24,9,13,3,20,12,13,6,2,12
2023,1252,Lipscomb,77,1125,Belmont,75,H,0,31,58,4,14,11,17,7,26,14,11,6,7,19,29,62,5,19,12,19,10,22,12,13,6,2,17
2023,1403,Texas Tech,64,1256,Louisiana Tech,55,H,0,23,46,7,18,11,18,6,24,16,18,8,11,13,20,53,6,24,9,11,4,19,10,14,9,2,20
2023,1407,Troy,79,1199,Florida St,72,A,0,27,65,12,30,13,22,8,19,18,10,11,0,26,20,44,9,19,23,33,4,25,14,18,6,2,20
2023,1417,UCLA,86,1313,Norfolk St,56,H,0,32,56,11,25,11,18,9,21,20,7,8,5,13,26,55,2,14,2,4,4,18,9,11,4,1,19
2023,1463,Yale,62,1218,Hawaii,59,A,1,24,64,3,16,11,16,5,27,9,8,6,7,18,22,67,6,21,9,13,14,33,9,16,4,5,20
2023,1103,Akron,65,1288,Morgan St,59,H,0,22,61,6,25,15,27,15,22,13,11,8,7,11,24,64,6,15,5,7,13,24,14,15,4,10,27
2023,1104,Alabama,65,1375,South Alabama,55,A,0,22,68,10,35,11,20,24,34,11,20,4,9,18,21,71,2,23,11,18,13,23,4,9,7,5,16
2023,1111,Appalachian St,61,1257,Louisville,60,A,0,24,63,5,19,8,12,8,21,8,7,6,2,21,18,46,7,22,17,23,8,31,6,17,1,3,21
2023,1120,Auburn,89,1457,Winthrop,65,H,0,34,73,9,23,12,20,23,28,17,7,7,11,18,22,61,6,21,15,23,15,17,9,11,5,3,13
2023,1155,Clemson,81,1367,SC Upstate,70,H,0,31,55,8,21,11,18,7,21,17,8,6,1,18,24,46,6,15,16,22,3,20,9,12,4,2,21
2023,1242,Kansas,69,1181,Duke,64,N,0,31,67,3,19,4,7,12,22,21,15,5,13,18,24,67,3,21,13,16,16,22,8,18,3,2,16
2023,1268,Maryland,76,1127,Binghamton,52,H,0,31,64,4,20,10,16,11,29,14,7,8,4,16,21,61,4,21,6,12,12,23,6,15,0,3,19
2023,1277,Michigan St,86,1246,Kentucky,77,N,2,28,69,7,19,23,27,12,28,19,18,6,3,19,27,70,7,25,16,24,10,25,17,15,12,8,25
2023,1281,Missouri,105,1188,SIUE,80,H,0,43,72,9,22,10,13,13,20,22,15,15,3,28,23,58,4,21,30,35,15,18,9,20,6,1,15
2023,1307,New Mexico,84,1374,SMU,63,A,0,31,59,5,17,17,25,5,32,21,8,9,6,16,23,64,6,19,11,19,7,24,9,14,4,1,22
2023,1314,North Carolina,72,1205,Gardner Webb,66,H,0,23,60,8,25,18,21,6,30,8,10,4,8,14,26,63,7,20,7,10,5,30,13,11,7,4,19
2023,1328,Oklahoma,74,1423,UNC Wilmington,53,H,0,26,49,10,23,12,16,7,29,19,10,3,5,18,20,57,2,21,11,16,9,15,4,7,5,2,14
2023,1332,Oregon,81,1286,Montana St,51,H,0,32,60,12,27,5,13,11,28,15,14,7,7,14,19,59,4,24,9,9,6,17,10,14,2,3,16
2023,1345,Purdue,75,1266,Marquette,70,H,0,27,56,9,27,12,18,5,28,12,6,3,5,10,27,72,11,35,5,7,12,23,17,8,4,1,19
2023,1387,St Louis,90,1272,Memphis,84,H,0,28,60,7,20,27,36,8,28,15,11,4,4,19,28,70,9,31,19,26,14,22,18,10,6,6,25
2023,1435,Vanderbilt,89,1396,Temple,87,A,1,38,70,9,18,4,11,9,25,23,9,5,4,17,29,61,14,29,15,23,8,25,17,12,4,3,18
2023,1458,Wisconsin,56,1453,WI Green Bay,45,H,0,16,53,8,19,16,19,14,28,8,14,6,2,18,15,44,2,14,13,23,2,21,6,9,9,2,18
2023,1471,UC San Diego,64,1143,California,62,H,0,23,56,9,22,9,10,8,18,11,8,4,2,20,20,46,1,8,21,24,5,20,9,10,4,4,14
2023,1113,Arizona St,63,1433,VCU,59,N,0,21,58,5,21,16,21,10,25,10,12,7,2,20,18,51,6,23,17,18,7,24,9,15,4,2,23
2023,1116,Arkansas,71,1355,S Dakota St,56,H,0,28,61,7,22,8,15,9,32,17,20,14,4,19,18,56,3,16,17,20,6,25,9,19,8,2,14
2023,1140,BYU,66,1283,Missouri St,64,H,0,23,56,9,25,11,20,12,29,10,13,2,9,16,24,61,7,22,9,15,10,25,11,6,6,1,18
2023,1222,Houston,83,1411,TX Southern,48,H,0,31,60,5,19,16,20,10,23,19,7,10,4,15,18,49,3,16,9,15,8,19,6,17,4,1,20
2023,1276,Michigan,91,1338,Pittsburgh,60,N,0,35,60,9,20,12,18,6,27,21,6,5,3,16,21,50,6,20,12,20,6,22,11,13,4,3,15
2023,1397,Tennessee,81,1195,FGCU,50,H,0,24,49,8,20,25,37,11,28,16,11,9,2,23,14,46,5,24,17,22,6,17,8,17,5,3,26
2023,1400,Texas,93,1211,Gonzaga,74,H,0,34,66,13,33,12,16,6,22,17,10,8,4,22,25,51,9,19,15,21,8,21,10,20,3,3,15
2023,1112,Arizona,104,1469,Utah Tech,77,H,0,35,55,12,22,22,22,6,32,24,19,4,4,20,26,72,10,32,15,24,15,14,13,12,13,1,22
2023,1113,Arizona St,87,1276,Michigan,62,N,0,32,53,11,19,12,14,5,26,11,12,6,6,19,21,62,4,22,16,24,13,17,10,8,6,0,13
2023,1166,Creighton,80,1415,UC Riverside,51,H,0,32,61,8,21,8,13,9,32,13,7,7,4,10,22,62,3,19,4,6,6,23,10,9,1,1,11
2023,1194,FL Atlantic,85,1136,Bryant,74,H,0,26,62,9,30,24,34,8,30,14,14,9,4,18,26,70,8,23,14,20,14,34,12,20,5,1,25
2023,1246,Kentucky,106,1354,S Carolina St,63,H,0,39,68,10,24,18,23,14,33,25,13,9,9,13,24,68,5,21,10,16,10,13,8,12,5,2,16
2023,1266,Marquette,95,1254,LIU Brooklyn,58,H,0,34,68,11,35,16,20,8,29,29,12,12,6,18,20,63,7,23,11,20,12,23,13,21,7,3,13
2023,1285,Montana,78,1472,St Thomas MN,59,H,0,24,57,9,26,21,26,10,30,13,7,8,5,23,17,50,5,19,20,27,5,22,7,12,3,2,21
2023,1293,Murray St,88,1401,Texas A&M,79,N,0,25,50,10,22,28,36,3,26,15,15,8,4,22,27,71,6,27,19,28,16,22,12,11,10,3,26
2023,1407,Troy,73,1467,Merrimack,54,N,0,29,64,4,12,11,18,14,28,16,10,4,1,20,15,45,6,24,18,22,2,19,8,11,4,1,22
2023,1433,VCU,71,1338,Pittsburgh,67,N,0,20,49,5,18,26,35,5,25,10,15,12,3,21,24,57,5,22,14,21,7,25,8,18,6,0,27
2023,1104,Alabama,104,1240,Jacksonville St,62,H,0,34,66,21,46,15,21,17,28,23,13,6,5,20,19,54,9,24,15,21,7,15,9,13,6,0,21
2023,1120,Auburn,72,1411,TX Southern,56,H,0,25,56,7,27,15,20,8,23,20,20,14,8,21,22,61,1,11,11,16,13,17,8,19,14,3,17
2023,1155,Clemson,76,1468,Bellarmine,66,H,0,22,47,13,28,19,22,5,21,14,9,5,3,19,21,49,9,22,15,20,5,18,12,9,3,0,19
2023,1160,Colorado,103,1401,Texas A&M,75,N,0,34,59,16,32,19,24,7,22,22,13,7,2,22,24,60,7,20,20,25,11,14,13,11,9,0,24
2023,1179,Drake,80,1138,Buffalo,72,N,0,29,59,8,19,14,21,4,24,13,9,1,2,16,25,58,4,15,18,24,10,26,7,13,5,0,21
2023,1181,Duke,92,1174,Delaware,58,H,0,34,68,6,14,18,21,14,30,18,10,8,5,16,21,55,5,22,11,17,4,18,9,14,5,4,17
2023,1196,Florida,76,1199,Florida St,67,A,0,24,60,3,17,25,31,12,28,11,13,5,5,16,25,61,3,16,14,15,6,22,5,16,6,6,23
2023,1208,Georgia,65,1137,Bucknell,61,H,0,18,54,6,21,23,26,12,22,11,13,9,4,9,24,54,5,20,8,8,4,21,10,14,4,3,21
2023,1213,Grand Canyon,81,1212,Grambling,48,H,0,28,66,14,38,11,16,12,31,16,13,14,1,18,18,56,3,14,9,18,9,23,12,18,5,3,16
2023,1228,Illinois,79,1417,UCLA,70,N,0,27,51,12,25,13,19,3,30,19,21,8,4,17,27,72,9,22,7,14,11,19,17,15,10,3,15
2023,1242,Kansas,82,1381,Southern Utah,76,H,0,33,65,6,15,10,16,5,33,16,14,9,6,14,28,74,9,28,11,16,13,30,13,11,9,5,17
2023,1285,Montana,62,1467,Merrimack,51,H,0,19,47,5,24,19,22,7,29,16,16,5,3,20,16,45,5,16,14,19,2,19,6,11,9,0,18
2023,1298,Navy,78,1471,UC San Diego,69,H,1,28,75,11,31,11,13,13,25,18,10,8,1,11,24,58,10,27,11,15,4,29,15,17,3,5,18
2023,1323,Notre Dame,66,1252,Lipscomb,65,H,0,25,56,12,30,4,5,5,18,11,7,5,3,6,29,53,6,13,1,1,4,27,13,10,3,2,10
2023,1328,Oklahoma,64,1375,South Alabama,60,H,0,24,55,3,17,13,17,10,27,16,11,3,2,13,24,56,5,18,7,9,2,18,7,6,6,2,17
2023,1379,Southern Miss,76,1251,Liberty,72,A,0,26,56,8,21,16,21,10,17,11,9,10,1,22,22,45,10,29,18,23,5,21,15,16,4,3,21
2023,1424,UNLV,78,1219,High Point,68,H,0,31,75,7,27,9,14,14,28,20,12,9,5,13,23,62,13,29,9,13,9,22,15,17,6,6,17
2023,1435,Vanderbilt,76,1287,Morehead St,43,H,0,29,59,8,23,10,18,10,38,10,11,2,5,15,17,63,3,27,6,9,3,25,7,8,5,2,20
2023,1438,Virginia,86,1124,Baylor,79,N,0,25,45,9,14,27,35,3,16,20,12,8,3,15,28,58,11,26,12,14,7,14,15,12,7,2,24
2023,1459,Wofford,60,1205,Gardner Webb,58,H,0,16,57,3,19,25,31,9,17,7,4,7,2,9,24,51,5,16,5,6,8,22,4,17,1,7,22
2023,1472,St Thomas MN,78,1407,Troy,76,N,0,26,49,12,28,14,15,1,21,15,13,4,3,16,27,58,9,25,13,16,11,21,10,13,9,0,19
2023,1136,Bryant,91,1198,Florida Intl,85,A,0,32,70,11,28,16,18,7,31,20,16,9,6,19,29,63,11,28,16,23,5,25,18,18,11,3,19
2023,1140,BYU,87,1311,Nicholls St,73,H,0,30,62,8,33,19,27,18,32,19,19,3,6,20,26,70,11,30,10,19,8,17,18,11,14,1,22
2023,1173,Dayton,60,1352,Robert Morris,51,H,0,24,57,7,24,5,10,10,27,18,12,8,5,9,20,58,7,22,4,5,9,22,14,13,6,4,16
2023,1268,Maryland,95,1387,St Louis,67,N,0,32,63,13,32,18,28,13,24,14,7,7,4,18,21,58,5,20,20,24,11,20,8,14,3,2,22
2023,1407,Troy,73,1285,Montana,62,A,0,24,59,4,17,21,25,9,24,12,7,7,3,19,19,53,7,23,17,20,6,21,11,12,0,2,22
2023,1464,Youngstown St,73,1471,UC San Diego,54,N,0,27,50,5,11,14,18,6,25,10,14,4,1,15,23,64,4,23,4,7,13,19,7,12,7,1,16
2023,1124,Baylor,80,1417,UCLA,75,N,0,25,56,10,28,20,23,7,23,14,11,4,3,18,29,61,4,15,13,16,7,21,15,8,3,4,17
2023,1179,Drake,61,1461,Wyoming,56,N,0,22,52,6,17,11,13,7,22,10,9,3,0,18,19,46,7,22,11,19,7,22,8,14,6,1,16
2023,1211,Gonzaga,88,1246,Kentucky,72,H,0,31,55,7,19,19,21,7,31,8,17,7,2,12,27,69,6,25,12,16,11,17,11,11,10,0,22
2023,1222,Houston,66,1332,Oregon,56,A,0,24,56,11,22,7,10,8,15,10,8,13,3,19,19,49,3,22,15,20,12,19,10,16,4,8,13
2023,1268,Maryland,88,1274,Miami FL,70,N,0,30,50,9,21,19,23,10,27,12,17,3,3,12,28,62,5,20,9,12,6,10,8,9,6,1,21
2023,1272,Memphis,62,1433,VCU,47,H,0,24,57,5,15,9,13,8,27,15,18,9,6,17,16,55,6,24,9,13,11,23,7,17,9,8,11
2023,1276,Michigan,70,1325,Ohio,66,H,1,24,63,10,32,12,20,11,31,12,11,3,7,10,27,77,7,28,5,11,14,28,14,6,6,2,19
2023,1281,Missouri,83,1290,MS Valley St,62,H,0,32,64,10,30,9,10,9,20,21,13,16,8,17,22,59,6,19,12,15,11,22,10,22,10,0,13
2023,1314,North Carolina,80,1241,James Madison,64,H,0,27,61,8,25,18,24,11,37,14,12,4,1,22,24,69,7,27,9,17,8,22,8,9,4,1,21
2023,1401,Texas A&M,67,1260,Loyola-Chicago,51,N,0,22,49,4,17,19,27,11,16,11,11,16,3,21,15,36,8,21,13,24,10,20,8,26,7,3,24
