season_Season,season_WTeamID,season_WTeamName,season_WScore,season_LTeamID,season_LTeamName,season_LScore,season_WLoc,season_NumOT,season_WFGM,season_WFGA,season_WFGM3,season_WFGA3,season_WFTM,season_WFTA,season_WOR,season_WDR,season_WAst,season_WTO,season_WStl,season_WBlk,season_WPF,season_LFGM,season_LFGA,season_LFGM3,season_LFGA3,season_LFTM,season_LFTA,season_LOR,season_LDR,season_LAst,season_LTO,season_LStl,season_LBlk,season_LPF
2023,1222,Houston,83,1294,N Colorado,36,H,0,32,72,11,29,8,10,17,23,16,8,14,6,13,10,39,5,21,11,16,6,20,5,21,3,3,12
2023,1228,Illinois,87,1183,E Illinois,57,H,0,30,64,9,26,18,33,20,33,16,15,10,9,16,21,60,3,15,12,20,7,20,9,16,12,2,25
2023,1231,Indiana,88,1287,Morehead St,53,H,0,36,59,4,11,12,21,5,25,16,10,9,4,12,20,54,9,30,4,5,6,19,8,20,4,1,18
2023,1232,Indiana St,80,1453,WI Green Bay,53,H,0,31,57,14,29,4,8,2,32,21,15,8,2,13,20,52,5,18,8,12,1,22,6,16,5,5,10
2023,1233,Iona,78,1335,Penn,50,H,0,31,76,8,25,8,11,11,28,21,4,9,6,13,18,55,3,25,11,17,9,29,14,15,3,8,13
2023,1234,Iowa,89,1126,Bethune-Cookman,58,H,0,34,67,11,33,10,14,9,32,25,11,10,5,12,23,66,5,16,7,7,8,23,11,16,6,2,16
2023,1235,Iowa St,88,1237,IUPUI,39,H,0,32,62,6,19,18,23,13,24,20,14,15,4,18,14,42,2,13,9,16,6,15,4,28,7,2,24
2023,1242,Kansas,89,1303,NE Omaha,64,H,0,36,69,9,22,8,15,15,26,24,9,8,5,13,22,57,5,21,15,19,7,19,10,13,4,1,9
2023,1243,Kansas St,93,1410,UTRGV,59,H,0,30,66,12,27,21,29,12,25,25,14,9,2,20,20,51,4,15,15,22,7,26,9,25,5,2,22
2023,1245,Kent,79,1297,N Kentucky,57,A,0,30,55,13,24,6,16,8,24,18,11,7,4,22,18,60,5,27,16,22,17,19,8,11,7,3,16
2023,1246,Kentucky,95,1224,Howard,63,H,0,34,62,11,24,16,28,8,32,20,10,10,5,12,23,67,7,25,10,13,11,22,10,16,4,1,19
2023,1253,Long Beach St,79,1465,Cal Baptist,64,A,0,32,63,4,10,11,15,11,30,17,10,8,3,18,20,62,8,35,16,21,12,22,13,11,4,2,16
2023,1260,Loyola-Chicago,88,1192,F Dickinson,82,H,1,31,67,8,36,18,26,13,29,21,18,7,5,23,30,75,7,28,15,23,18,22,11,14,9,2,25
2023,1266,Marquette,79,1347,Radford,69,H,0,27,59,5,19,20,25,8,30,18,18,9,3,20,26,63,5,25,12,20,7,24,11,14,8,3,20
2023,1268,Maryland,71,1310,Niagara,49,H,0,25,51,9,20,12,14,11,19,12,10,9,8,14,22,55,0,6,5,8,12,13,13,11,3,3,12
2023,1269,Massachusetts,94,1148,Central Conn,67,H,0,38,71,9,19,9,12,14,31,24,13,8,5,8,27,66,9,29,4,6,6,18,15,13,8,4,10
2023,1272,Memphis,76,1435,Vanderbilt,67,A,0,27,53,5,19,17,19,7,26,14,13,8,2,18,23,56,12,30,9,15,9,16,14,13,8,3,18
2023,1274,Miami FL,67,1248,Lafayette,54,H,0,21,58,10,34,15,25,17,26,13,9,9,1,17,19,52,10,34,6,16,8,24,14,14,4,2,21
2023,1276,Michigan,75,1236,PFW,56,H,0,30,64,9,29,6,9,4,32,17,8,7,8,12,21,71,9,38,5,7,11,27,11,14,2,2,14
2023,1277,Michigan St,73,1319,Northern Arizona,55,H,0,29,65,9,27,6,8,10,32,17,9,6,6,16,19,60,8,30,9,13,7,25,13,12,5,2,13
2023,1278,Minnesota,61,1444,W Michigan,60,H,0,22,51,8,18,9,23,13,26,16,16,4,5,10,24,69,8,34,4,4,11,21,11,10,8,4,18
2023,1279,Mississippi,73,1108,Alcorn St,58,H,0,22,59,9,25,20,28,18,21,11,16,8,5,16,21,57,7,15,9,11,7,19,12,16,11,5,25
2023,1280,Mississippi St,63,1394,TAM C. Christi,44,H,0,25,59,6,25,7,13,12,29,16,16,13,7,7,18,56,6,20,2,2,7,22,9,19,8,3,13
2023,1281,Missouri,97,1475,Southern Indiana,91,H,0,35,73,7,28,20,28,14,24,20,11,12,4,20,29,60,15,30,18,24,8,23,15,21,7,5,24
2023,1298,Navy,74,1456,William & Mary,59,A,0,30,62,10,21,4,6,11,23,15,9,3,2,11,23,57,6,21,7,10,9,18,9,9,4,5,12
2023,1301,NC State,99,1122,Austin Peay,50,H,0,40,66,11,28,8,10,8,28,19,11,10,6,20,16,52,1,8,17,20,6,15,8,19,5,1,14
2023,1304,Nebraska,79,1263,Maine,66,H,0,30,65,7,22,12,16,15,26,12,11,2,2,10,26,55,12,29,2,10,5,20,16,12,7,7,18
2023,1305,Nevada,84,1469,Utah Tech,71,H,0,29,58,6,20,20,26,9,24,21,12,10,9,21,22,58,8,22,19,25,12,21,12,16,7,0,23
2023,1307,New Mexico,89,1381,Southern Utah,81,H,0,29,60,7,19,24,36,11,23,17,12,9,3,20,31,66,11,32,8,13,13,27,14,20,4,2,30
2023,1314,North Carolina,69,1423,UNC Wilmington,56,H,0,22,48,2,10,23,30,6,23,4,8,5,6,18,17,58,4,16,18,24,16,20,3,10,6,1,24
2023,1315,North Dakota,65,1230,Incarnate Word,57,A,0,21,50,5,20,18,27,9,24,14,12,3,5,16,22,61,3,20,10,15,9,17,9,10,9,2,26
2023,1321,Northwestern,85,1152,Chicago St,54,H,0,24,56,10,21,27,32,9,32,20,14,8,4,18,16,63,9,34,13,18,11,17,9,12,6,5,28
2023,1326,Ohio St,91,1352,Robert Morris,53,H,0,34,61,10,21,13,21,13,31,18,13,6,5,14,20,63,4,24,9,17,10,14,6,10,5,1,16
2023,1329,Oklahoma St,77,1426,UT Arlington,66,H,0,26,60,6,25,19,27,10,26,13,17,8,7,22,21,59,4,17,20,25,9,24,7,16,11,1,21
2023,1330,Old Dominion,84,1271,MD E Shore,65,H,0,29,58,5,17,21,27,14,27,18,10,5,4,15,21,53,10,23,13,18,6,15,16,9,6,0,21
2023,1332,Oregon,80,1197,Florida A&M,45,H,0,29,63,6,25,16,28,17,24,15,10,13,5,12,18,48,3,18,6,8,4,19,5,18,5,0,22
2023,1333,Oregon St,73,1409,Tulsa,70,H,0,25,50,6,16,17,21,9,26,10,18,3,10,20,24,66,9,24,13,18,14,15,9,11,9,0,17
2023,1336,Penn St,93,1457,Winthrop,68,H,0,33,60,18,38,9,13,6,24,24,11,8,5,15,22,49,11,25,13,14,3,20,12,16,7,3,12
2023,1337,Pepperdine,106,1349,Rice,67,H,0,44,70,15,30,3,4,3,33,25,12,8,4,20,24,63,10,32,9,22,8,20,17,14,7,2,12
2023,1338,Pittsburgh,80,1404,TN Martin,58,H,0,26,71,11,41,17,23,17,32,21,15,6,10,21,20,62,3,19,15,24,10,27,7,17,8,2,27
2023,1346,Quinnipiac,67,1348,Rhode Island,62,A,0,26,62,6,20,9,25,15,25,8,15,11,5,22,22,60,2,17,16,29,15,25,12,19,10,5,21
2023,1350,Richmond,69,1440,VMI,48,H,0,23,51,7,28,16,29,9,34,13,10,5,5,16,16,64,7,33,9,14,15,22,6,11,2,1,25
2023,1353,Rutgers,75,1162,Columbia,35,H,0,31,72,8,20,5,14,13,26,20,11,14,4,15,11,47,1,21,12,22,7,26,3,23,5,3,14
2023,1356,S Illinois,94,1114,Ark Little Rock,63,H,0,32,55,12,28,18,24,11,33,20,18,4,3,20,26,64,3,18,8,18,10,15,8,7,11,3,19
2023,1358,Sam Houston St,52,1328,Oklahoma,51,A,0,21,64,6,23,4,9,10,25,9,12,9,1,15,16,43,5,19,14,20,3,31,6,20,4,5,12
2023,1361,San Diego St,80,1168,CS Fullerton,57,H,0,28,52,8,18,16,23,4,21,18,12,12,1,16,20,51,4,22,13,17,5,21,6,18,6,3,20
2023,1362,San Francisco,90,1411,TX Southern,77,H,0,31,51,11,23,17,26,7,39,13,23,5,1,27,26,67,6,15,19,32,5,13,4,10,8,0,18
2023,1365,Santa Clara,84,1186,E Washington,72,H,0,28,75,9,28,19,24,15,33,15,9,8,5,19,27,64,5,21,13,20,6,31,17,15,5,4,22
2023,1369,SE Missouri St,64,1378,South Florida,61,A,0,20,56,10,26,14,22,11,25,10,13,6,2,21,24,52,4,19,9,19,6,27,8,16,6,3,19
2023,1370,Seattle,85,1471,UC San Diego,71,A,0,30,65,14,34,11,18,12,21,24,7,6,4,18,25,53,5,20,16,21,5,18,17,8,5,2,16
2023,1373,Siena,75,1221,Holy Cross,68,A,0,28,54,7,17,12,21,6,29,13,15,4,2,19,28,59,2,10,10,23,8,24,7,14,9,3,19
2023,1374,SMU,77,1477,East Texas A&M,60,H,0,29,58,3,18,16,23,8,32,11,11,3,7,16,23,66,5,23,9,16,11,21,8,7,4,1,23
2023,1382,St Bonaventure,71,1384,St Francis PA,58,H,0,27,59,4,19,13,20,10,23,13,6,5,2,19,20,52,4,19,14,21,7,23,12,11,1,0,19
2023,1385,St John's,97,1467,Merrimack,72,H,0,37,65,10,26,13,15,14,32,22,29,14,4,21,25,65,6,29,16,22,9,15,16,20,14,1,15
2023,1387,St Louis,91,1293,Murray St,68,H,0,35,74,10,31,11,16,15,31,23,8,5,1,16,23,62,7,22,15,22,9,22,7,10,3,2,17
2023,1388,St Mary's CA,78,1331,Oral Roberts,70,H,0,25,63,8,26,20,28,8,31,9,4,8,3,15,23,58,12,30,12,17,5,25,11,11,2,6,22
2023,1389,St Peter's,73,1312,NJIT,59,H,0,26,59,6,22,15,19,10,24,13,9,6,4,30,19,54,4,22,17,27,8,23,8,12,4,2,20
2023,1390,Stanford,88,1334,Pacific,78,H,0,29,48,8,22,22,34,4,28,18,16,5,3,15,28,67,11,30,11,14,9,20,11,12,7,2,24
2023,1391,Stetson,83,1199,Florida St,74,A,0,29,61,14,35,11,16,12,23,20,8,4,2,21,27,59,6,14,14,27,14,20,14,9,2,2,16
2023,1393,Syracuse,90,1250,Lehigh,72,H,0,30,55,6,12,24,31,7,27,12,13,8,7,10,27,63,8,21,10,13,6,16,16,12,7,2,19
2023,1395,TCU,73,1115,Ark Pine Bluff,72,H,0,21,54,4,21,27,38,10,25,13,12,8,3,11,26,63,13,29,7,10,6,28,22,13,7,6,22
2023,1397,Tennessee,75,1399,Tennessee Tech,43,H,0,26,65,14,44,9,9,15,20,21,15,17,4,11,13,40,5,17,12,19,2,21,5,21,8,0,10
2023,1400,Texas,72,1431,UTEP,57,H,0,23,42,4,14,22,29,5,20,14,15,6,3,15,21,52,5,15,10,15,10,19,8,16,5,3,25
2023,1401,Texas A&M,87,1419,ULM,54,H,0,32,63,12,26,11,18,9,35,21,14,3,3,25,16,59,2,20,20,28,8,25,6,16,10,4,18
2023,1403,Texas Tech,73,1322,Northwestern LA,49,H,0,24,46,7,18,18,22,10,31,19,19,5,5,11,19,67,10,36,1,1,12,15,11,10,14,2,19
2023,1405,Toledo,85,1434,Valparaiso,70,H,0,32,70,8,20,13,16,11,26,11,8,12,2,13,30,62,6,14,4,6,4,23,14,16,5,1,17
2023,1406,Towson,67,1107,SUNY Albany,62,H,0,23,53,3,12,18,21,7,21,13,13,6,3,16,19,53,10,31,14,18,10,23,14,15,5,4,21
2023,1408,Tulane,89,1420,UMBC,67,H,0,36,69,8,22,9,11,7,27,14,7,5,4,15,22,61,8,30,15,17,3,26,13,9,4,4,15
2023,1412,UAB,111,1106,Alabama St,70,H,0,34,64,9,21,34,45,9,38,13,11,7,7,18,24,76,9,24,13,16,12,21,12,14,5,9,31
2023,1413,UC Davis,75,1143,California,65,A,0,27,56,6,14,15,23,9,27,14,12,9,3,16,24,63,6,21,11,15,12,19,9,14,7,7,20
2023,1417,UCLA,76,1170,CS Sacramento,50,H,0,34,64,6,10,2,5,8,23,12,9,12,6,14,19,55,2,18,10,17,12,22,7,19,2,1,12
2023,1421,UNC Asheville,98,1416,UCF,95,A,2,34,66,11,29,19,26,8,25,13,19,8,6,20,37,81,10,33,11,15,16,21,12,14,9,5,23
2023,1424,UNLV,66,1380,Southern Univ,56,H,0,15,48,4,26,32,38,7,22,10,16,13,3,14,19,53,8,28,10,14,8,25,14,26,12,1,25
2023,1428,Utah,89,1254,LIU Brooklyn,48,H,0,30,72,7,22,22,27,15,35,11,7,8,8,15,19,59,3,13,7,11,5,25,10,16,2,1,19
2023,1429,Utah St,75,1430,Utah Valley,58,H,0,29,64,8,19,9,16,10,36,17,9,1,5,16,20,61,3,19,15,20,5,26,8,9,6,2,18
2023,1433,VCU,73,1264,Manhattan,56,H,0,23,54,8,24,19,33,10,18,12,14,16,2,16,21,41,5,14,9,14,1,29,12,27,6,3,27
2023,1436,Vermont,80,1135,Brown,65,H,0,28,52,10,23,14,15,4,25,15,15,8,2,15,23,52,6,18,13,18,4,20,9,16,9,2,18
2023,1437,Villanova,81,1247,La Salle,68,H,0,29,52,13,20,10,11,5,25,13,9,4,4,18,22,55,10,25,14,20,9,18,11,8,6,0,15
2023,1438,Virginia,73,1300,NC Central,61,H,0,20,47,11,25,22,30,8,27,16,7,4,4,12,22,53,8,19,9,14,7,16,8,8,6,4,25
2023,1439,Virginia Tech,95,1175,Delaware St,57,H,0,33,60,14,28,15,20,11,28,18,10,5,4,10,24,62,4,16,5,7,6,17,9,12,5,2,18
2023,1442,W Illinois,71,1229,Illinois St,68,A,0,28,65,8,26,7,10,4,22,16,4,5,3,17,21,56,5,19,21,25,9,32,4,13,3,3,16
2023,1447,Wagner,76,1396,Temple,73,A,1,27,64,7,25,15,22,10,25,10,8,6,2,20,21,54,5,20,26,30,6,25,10,13,3,8,20
2023,1448,Wake Forest,71,1193,Fairfield,59,H,0,18,46,6,22,29,39,6,25,10,10,9,1,20,21,55,8,29,9,17,7,25,7,12,4,4,29
2023,1449,Washington,69,1451,Weber St,52,H,0,24,51,6,19,15,23,10,25,6,15,6,7,19,16,45,4,23,16,19,5,18,8,17,3,0,21
2023,1450,Washington St,83,1402,Texas St,61,H,0,29,55,9,20,16,24,10,24,19,12,6,8,24,23,50,3,12,12,26,7,16,11,11,4,4,20
2023,1452,West Virginia,76,1291,Mt St Mary's,58,H,0,28,57,6,20,14,19,15,30,17,18,11,4,22,18,55,10,21,12,22,13,15,11,17,6,2,23
2023,1455,Wichita St,79,1146,Cent Arkansas,55,H,0,28,64,6,21,17,25,9,34,10,10,6,6,15,22,73,4,30,7,9,12,22,8,14,3,2,19
2023,1458,Wisconsin,85,1377,South Dakota,59,H,0,28,55,12,26,17,23,6,30,14,10,8,4,15,23,57,2,15,11,17,6,25,7,10,5,2,20
2023,1462,Xavier,96,1288,Morgan St,73,H,0,32,62,5,14,27,36,17,26,24,20,15,10,20,26,70,5,17,16,22,15,11,11,18,17,3,28
2023,1464,Youngstown St,92,1145,Canisius,81,A,0,38,67,7,14,9,15,12,33,14,20,5,5,18,28,69,11,33,14,17,8,18,13,10,7,4,14
2023,1474,Queens NC,83,1267,Marshall,82,H,0,32,68,11,26,8,12,14,30,17,16,7,1,10,34,78,11,31,3,4,14,19,21,8,14,6,13
2023,1182,Duquesne,91,1285,Montana,63,H,0,38,59,10,24,5,8,8,28,13,13,10,4,22,20,52,6,20,17,22,6,14,10,13,7,0,16
2023,1187,East Carolina,77,1273,Mercer,75,H,0,27,58,10,29,13,21,9,19,14,13,5,2,18,28,56,6,14,13,23,11,15,18,11,7,3,19
2023,1207,Georgetown,99,1164,Coppin St,89,H,1,34,71,7,18,24,32,16,32,14,17,6,9,21,28,72,13,38,20,24,9,24,14,16,11,5,24
2023,1344,Providence,66,1351,Rider,65,H,0,18,50,4,19,26,43,13,23,10,8,10,8,15,24,58,9,14,8,10,7,25,14,13,5,2,29
2023,1345,Purdue,84,1454,WI Milwaukee,53,H,0,27,72,12,34,18,22,20,29,18,10,14,11,13,23,60,3,19,4,9,3,23,10,19,7,5,20
2023,1357,Sacred Heart,77,1216,Hartford,70,A,0,30,69,10,32,7,11,10,26,21,10,8,4,13,26,61,5,20,13,14,6,24,13,14,5,4,12
2023,1363,San Jose St,63,1204,Ga Southern,48,H,0,24,52,5,19,10,14,3,32,10,10,3,5,14,15,56,4,15,14,14,6,23,4,11,4,1,16
2023,1376,South Carolina,80,1354,S Carolina St,77,H,0,26,59,7,20,21,32,10,24,12,11,3,5,17,28,64,11,26,10,16,8,22,17,10,5,6,24
2023,1172,Davidson,102,1460,Wright St,97,A,2,35,67,10,23,22,36,9,30,21,16,4,2,15,39,88,8,30,11,15,13,29,19,12,10,1,23
2023,1179,Drake,80,1237,IUPUI,48,H,0,27,50,9,22,17,20,5,36,10,18,8,8,21,18,64,3,17,9,17,8,18,7,12,6,3,17
2023,1241,James Madison,106,1214,Hampton,58,H,0,40,66,11,20,15,22,12,38,21,12,6,5,17,21,65,8,28,8,20,10,17,11,12,2,0,20
2023,1261,LSU,74,1282,Missouri KC,63,H,0,24,57,8,21,18,26,12,30,16,15,11,4,23,19,58,4,25,21,27,9,26,12,14,6,1,20
2023,1265,Marist,73,1110,American Univ,69,H,0,28,54,11,21,6,14,6,22,15,12,11,2,11,27,61,12,27,3,5,10,23,11,14,7,3,12
2023,1339,Portland,91,1197,Florida A&M,54,H,0,29,52,11,27,22,32,9,28,17,18,2,2,21,17,55,5,20,15,22,7,17,5,18,8,2,30
2023,1355,S Dakota St,68,1129,Boise St,66,A,0,22,46,7,18,17,23,1,22,10,19,6,4,15,25,54,4,19,12,16,4,25,8,12,12,2,17
2023,1360,San Diego,79,1195,FGCU,73,H,0,29,57,6,16,15,24,6,28,15,11,5,3,18,24,55,13,32,12,18,4,25,18,12,3,1,19
2023,1371,Seton Hall,79,1284,Monmouth NJ,52,H,0,24,53,8,23,23,39,16,27,13,19,12,5,25,17,57,2,20,16,24,13,25,7,23,7,3,26
2023,1377,South Dakota,85,1252,Lipscomb,77,H,0,28,57,10,18,19,21,5,25,13,8,3,0,16,28,62,10,26,11,14,5,21,15,5,5,5,20
2023,1464,Youngstown St,90,1404,TN Martin,72,H,0,32,71,8,22,18,23,15,26,13,9,8,4,15,28,60,5,15,11,20,9,24,15,15,7,6,21
2023,1468,Bellarmine,67,1257,Louisville,66,A,0,21,43,7,15,18,22,3,23,9,11,3,1,15,22,52,11,28,11,14,10,22,12,13,3,3,19
2023,1111,Appalachian St,79,1300,NC Central,74,H,1,26,64,12,32,15,23,6,27,15,7,5,8,14,27,68,9,25,11,13,5,35,12,13,5,2,22
2023,1113,Arizona St,84,1319,Northern Arizona,68,H,0,26,48,9,17,23,35,8,26,18,16,8,3,20,24,57,7,28,13,18,5,14,13,12,6,2,25
2023,1153,Cincinnati,69,1156,Cleveland St,58,H,0,24,61,4,21,17,22,14,24,13,8,6,6,13,24,61,3,12,7,9,10,18,12,8,7,3,17
2023,1154,Citadel,70,1342,Presbyterian,58,H,0,28,55,5,14,9,11,6,22,12,10,5,4,12,22,61,6,25,8,15,14,20,9,11,6,7,15
2023,1159,Colgate,77,1135,Brown,68,A,0,33,57,7,22,4,6,5,29,16,15,5,2,8,28,66,5,18,7,12,9,20,14,10,10,2,12
2023,1166,Creighton,96,1315,North Dakota,61,H,0,38,74,12,27,8,11,18,28,21,11,9,2,8,25,54,8,15,3,6,1,17,14,14,7,2,12
2023,1229,Illinois St,54,1183,E Illinois,49,A,0,17,47,9,22,11,13,8,28,12,15,6,3,15,19,57,2,18,9,15,11,21,7,9,9,5,16
2023,1231,Indiana,101,1126,Bethune-Cookman,49,H,0,35,60,10,24,21,22,10,28,27,13,10,2,18,20,51,3,15,6,13,3,14,8,16,7,1,21
2023,1242,Kansas,82,1295,N Dakota St,59,H,0,35,72,7,20,5,10,13,32,22,9,8,6,16,21,58,9,32,8,13,7,24,13,13,2,3,10
2023,1262,MA Lowell,89,1162,Columbia,62,A,0,35,61,9,18,10,16,13,23,18,20,8,6,22,19,56,6,26,18,27,10,14,12,17,9,2,17
2023,1266,Marquette,97,1141,C Michigan,73,H,0,35,66,13,38,14,27,7,24,27,13,13,1,19,26,58,7,23,14,21,8,26,17,21,7,0,20
2023,1268,Maryland,71,1441,W Carolina,51,H,0,27,61,2,19,15,19,8,30,10,12,7,5,14,17,63,7,28,10,13,12,25,6,16,5,1,23
2023,1304,Nebraska,75,1303,NE Omaha,61,H,0,25,50,7,19,18,31,7,27,12,11,6,5,15,24,58,5,17,8,10,7,24,9,16,4,2,28
2023,1323,Notre Dame,79,1347,Radford,76,H,0,25,48,8,22,21,25,6,25,11,10,3,1,15,30,65,8,20,8,12,9,19,12,6,6,1,21
2023,1326,Ohio St,82,1149,Charleston So,56,H,0,31,60,4,15,16,18,14,32,11,14,2,2,11,22,65,5,22,7,10,11,16,6,9,3,2,13
2023,1336,Penn St,90,1259,Loyola MD,65,H,0,33,57,16,30,8,11,5,25,21,8,4,0,17,26,56,6,19,7,10,5,19,14,9,4,1,14
2023,1346,Quinnipiac,102,1476,Stonehill,95,A,0,33,65,15,29,21,28,12,22,20,12,7,0,15,33,64,12,29,17,19,8,18,13,11,5,3,19
2023,1353,Rutgers,88,1357,Sacred Heart,50,H,0,31,60,7,17,19,22,6,26,19,10,17,5,14,21,53,5,19,3,8,4,24,12,24,5,4,17
2023,1356,S Illinois,61,1329,Oklahoma St,60,A,0,23,60,9,31,6,7,2,24,13,9,10,1,17,24,57,4,16,8,16,9,32,10,14,7,6,12
2023,1362,San Francisco,60,1142,Cal Poly,48,H,0,18,53,4,26,20,29,7,29,6,18,11,5,21,17,46,3,9,11,20,1,32,1,23,6,3,24
2023,1365,Santa Clara,78,1204,Ga Southern,62,H,0,24,55,9,22,21,28,9,31,16,15,6,2,16,25,63,6,27,6,9,3,24,8,14,9,0,24
